group	species	occurrence
birds	sp22713751	2968
birds	sp22680599	2964
birds	sp22723009	2964
birds	sp22700010	2948
birds	sp22709822	2948
birds	sp22715514	2948
birds	sp22724836	2948
birds	sp22725538	2943
birds	sp22693717	2942
birds	sp22681396	2937
birds	sp22693376	2937
birds	sp22697702	2936
birds	sp22725022	2935
birds	sp22700482	2934
birds	sp22683399	2932
birds	sp22700689	2931
birds	sp22711810	2926
birds	sp22719005	2926
birds	sp22707005	2922
birds	sp22704995	2920
birds	sp22700677	2919
birds	sp22702962	2916
birds	sp22701223	2914
birds	sp22691940	2910
birds	sp22693807	2908
birds	sp22694144	2905
birds	sp22679753	2904
birds	sp22714634	2904
birds	sp22704499	2898
birds	sp22706849	2897
birds	sp22736251	2895
birds	sp22690016	2892
birds	sp22706273	2891
birds	sp22708550	2890
birds	sp22693727	2889
birds	sp22697418	2888
birds	sp22699160	2884
birds	sp22722534	2881
birds	sp22725586	2878
birds	sp22719176	2877
birds	sp22706790	2876
birds	sp22686346	2875
birds	sp22710138	2875
birds	sp22722123	2873
birds	sp22697847	2872
birds	sp22696226	2871
birds	sp22689985	2861
birds	sp22702910	2860
birds	sp22701851	2857
birds	sp22681816	2856
birds	sp22700476	2853
birds	sp22699227	2850
birds	sp22695599	2846
birds	sp22700386	2846
birds	sp22700497	2845
birds	sp22703079	2845
birds	sp22719448	2844
birds	sp22695373	2842
birds	sp22697733	2842
birds	sp22693584	2841
birds	sp22706421	2841
birds	sp22706282	2840
birds	sp22703155	2839
birds	sp22696641	2838
birds	sp22719837	2835
birds	sp22701662	2834
birds	sp22706333	2833
birds	sp22693359	2832
birds	sp22710832	2826
birds	sp22678232	2824
birds	sp22690794	2822
birds	sp22704837	2822
birds	sp22694612	2820
birds	sp22697633	2817
birds	sp22681240	2814
birds	sp22703112	2811
birds	sp22714894	2807
birds	sp22699061	2805
birds	sp22719679	2805
birds	sp22693872	2804
birds	sp22679511	2803
birds	sp22687062	2803
birds	sp22719112	2801
birds	sp22720684	2798
birds	sp22714709	2796
birds	sp22703200	2795
birds	sp22695042	2794
birds	sp22721639	2794
birds	sp22678073	2793
birds	sp22730097	2791
birds	sp22704816	2790
birds	sp22716927	2790
birds	sp22682704	2788
birds	sp22712855	2787
birds	sp22681331	2784
birds	sp22712294	2781
birds	sp22706538	2780
birds	sp22699211	2775
birds	sp22699549	2775
birds	sp22710034	2775
birds	sp22683923	2772
birds	sp22690667	2770
birds	sp22723819	2770
birds	sp22699821	2769
birds	sp22699632	2766
birds	sp22723846	2764
birds	sp22684828	2761
birds	sp22708556	2761
birds	sp22721082	2761
birds	sp22700530	2760
birds	sp22706466	2760
birds	sp22681344	2759
birds	sp22695091	2757
birds	sp22700658	2756
birds	sp22686701	2754
birds	sp22712137	2754
birds	sp22693494	2747
birds	sp22689071	2742
birds	sp22717691	2742
birds	sp22678952	2741
birds	sp22692690	2737
birds	sp22706757	2737
birds	sp22680405	2736
birds	sp22731980	2734
birds	sp22721037	2732
birds	sp22722343	2732
birds	sp22722409	2731
birds	sp22698459	2727
birds	sp22712209	2727
birds	sp22690484	2726
birds	sp22690621	2726
birds	sp22699448	2726
birds	sp22715511	2726
birds	sp22718322	2726
birds	sp22720894	2725
birds	sp22701595	2722
birds	sp22696470	2720
birds	sp22722380	2720
birds	sp22695283	2718
birds	sp22725643	2716
birds	sp22705318	2715
birds	sp22724879	2714
birds	sp22719806	2712
birds	sp22683227	2711
birds	sp22712068	2710
birds	sp22706027	2706
birds	sp22717319	2705
birds	sp22736472	2705
birds	sp22715270	2704
birds	sp22720383	2701
birds	sp22700891	2700
birds	sp22701536	2691
birds	sp22698172	2687
birds	sp22688856	2686
birds	sp22680111	2681
birds	sp22697369	2679
birds	sp22713279	2679
birds	sp22683792	2675
birds	sp22693392	2675
birds	sp22694086	2675
birds	sp22703174	2675
birds	sp22695010	2674
birds	sp22710238	2672
birds	sp22695363	2671
birds	sp22721830	2671
birds	sp22699609	2667
birds	sp22700683	2660
birds	sp22709319	2658
birds	sp22694010	2654
birds	sp22702144	2652
birds	sp22699615	2651
birds	sp22694157	2647
birds	sp22711216	2644
birds	sp22685577	2641
birds	sp22696788	2641
birds	sp22710329	2641
birds	sp22717855	2641
birds	sp22701335	2640
birds	sp22690719	2639
birds	sp22707463	2638
birds	sp22685304	2636
birds	sp22694379	2633
birds	sp22701749	2633
birds	sp61434337	2633
birds	sp22690253	2631
birds	sp22693828	2631
birds	sp22733626	2630
birds	sp22706473	2627
birds	sp22711099	2627
birds	sp22701420	2623
birds	sp22699599	2617
birds	sp22703089	2614
birds	sp62021891	2612
birds	sp22712766	2610
birds	sp22693767	2608
birds	sp22699194	2604
birds	sp22720049	2603
birds	sp22705237	2598
birds	sp22707455	2598
birds	sp22703744	2593
birds	sp22723816	2592
birds	sp22718039	2591
birds	sp22692498	2584
birds	sp22696484	2584
birds	sp22707924	2579
birds	sp45428646	2578
birds	sp22718093	2577
birds	sp22717333	2576
birds	sp22700644	2573
birds	sp22711413	2570
birds	sp22716501	2569
birds	sp22725876	2567
birds	sp22704451	2566
birds	sp22695194	2565
birds	sp22721683	2562
birds	sp22712463	2557
birds	sp22724277	2556
birds	sp22689012	2555
birds	sp22699857	2553
birds	sp22693967	2550
birds	sp22692205	2549
birds	sp22722400	2548
birds	sp22723932	2547
birds	sp22683234	2545
birds	sp22683917	2543
birds	sp22691212	2542
birds	sp22700925	2542
birds	sp22702921	2541
birds	sp22708670	2540
birds	sp22722884	2538
birds	sp22679836	2536
birds	sp22693906	2534
birds	sp22733864	2534
birds	sp22720969	2533
birds	sp22693903	2531
birds	sp22716959	2528
birds	sp22680798	2527
birds	sp22693102	2527
birds	sp22733880	2526
birds	sp22721135	2523
birds	sp22682221	2520
birds	sp22685223	2520
birds	sp22729138	2518
birds	sp22678166	2516
birds	sp22682224	2515
birds	sp22717635	2514
birds	sp22694861	2513
birds	sp22712289	2509
birds	sp22717738	2500
birds	sp22702360	2491
birds	sp22708163	2490
birds	sp22704769	2488
birds	sp22713601	2484
birds	sp22693832	2483
birds	sp22697291	2483
birds	sp22722278	2483
birds	sp22687321	2482
birds	sp22688522	2482
birds	sp22690705	2482
birds	sp22701914	2482
birds	sp22702287	2477
birds	sp22690029	2475
birds	sp22698933	2473
birds	sp22705388	2471
birds	sp22733941	2464
birds	sp22696631	2463
birds	sp22714859	2463
birds	sp22712634	2461
birds	sp22713246	2458
birds	sp22686652	2456
birds	sp22706030	2455
birds	sp22711332	2451
birds	sp22717133	2449
birds	sp22699842	2447
birds	sp22692907	2446
birds	sp22708006	2436
birds	sp22693978	2435
birds	sp22724212	2433
birds	sp22697150	2432
birds	sp22710610	2432
birds	sp22718191	2431
birds	sp22718564	2431
birds	sp22722979	2430
birds	sp22695066	2429
birds	sp22684813	2427
birds	sp22706769	2425
birds	sp22717528	2423
birds	sp22717053	2422
birds	sp22683620	2421
birds	sp22734145	2421
birds	sp22703952	2420
birds	sp22710092	2420
birds	sp22709847	2419
birds	sp22708587	2418
birds	sp22680810	2417
birds	sp22689504	2417
birds	sp22691996	2412
birds	sp22736541	2412
birds	sp22694537	2410
birds	sp22694321	2409
birds	sp22695014	2406
birds	sp22693995	2405
birds	sp22678370	2403
birds	sp22710858	2399
birds	sp22722142	2398
birds	sp22704478	2396
birds	sp22692848	2394
birds	sp22683684	2391
birds	sp22703732	2388
birds	sp22696504	2387
birds	sp22693005	2378
birds	sp22714027	2378
birds	sp22695503	2377
birds	sp22732090	2373
birds	sp22696479	2372
birds	sp22704091	2368
birds	sp22700357	2366
birds	sp22697441	2364
birds	sp22699641	2364
birds	sp22707864	2364
birds	sp22722753	2361
birds	sp22689332	2358
birds	sp22706695	2356
birds	sp22702972	2355
birds	sp22704475	2354
birds	sp22680351	2353
birds	sp22682301	2353
birds	sp22712342	2353
birds	sp22703919	2351
birds	sp22706973	2351
birds	sp22713547	2351
birds	sp22697688	2345
birds	sp22681222	2344
birds	sp22687525	2343
birds	sp22685090	2339
birds	sp22678223	2336
birds	sp22696402	2336
birds	sp22689177	2334
birds	sp22705827	2334
birds	sp22705938	2334
birds	sp22698634	2333
birds	sp22724308	2333
birds	sp22700940	2331
birds	sp22717325	2331
birds	sp22723370	2331
birds	sp22734184	2331
birds	sp22700916	2329
birds	sp22719209	2329
birds	sp22696286	2328
birds	sp22718294	2328
birds	sp22695063	2327
birds	sp22715038	2324
birds	sp22682258	2322
birds	sp22689032	2322
birds	sp22727697	2322
birds	sp22721765	2321
birds	sp22705254	2319
birds	sp22706741	2319
birds	sp22695588	2316
birds	sp22712266	2315
birds	sp22682331	2314
birds	sp22729123	2314
birds	sp22695499	2313
birds	sp22717288	2312
birds	sp22703023	2311
birds	sp22699635	2310
birds	sp22701717	2306
birds	sp22713590	2305
birds	sp22734262	2303
birds	sp22703049	2300
birds	sp22730313	2299
birds	sp22717569	2297
birds	sp22700635	2296
birds	sp22703063	2294
birds	sp22686928	2293
birds	sp22689720	2293
birds	sp22699726	2292
birds	sp22706522	2288
birds	sp22701378	2287
birds	sp22716487	2282
birds	sp22709403	2275
birds	sp22703029	2272
birds	sp22689988	2270
birds	sp22704496	2269
birds	sp22706927	2269
birds	sp22701077	2268
birds	sp22701195	2267
birds	sp22700337	2265
birds	sp22699289	2263
birds	sp22701009	2263
birds	sp22693672	2262
birds	sp22734705	2260
birds	sp22688758	2259
birds	sp22731274	2256
birds	sp22712165	2254
birds	sp22684318	2247
birds	sp22693420	2247
birds	sp22718553	2247
birds	sp22696530	2243
birds	sp22724936	2242
birds	sp22697571	2239
birds	sp22721618	2238
birds	sp22715324	2237
birds	sp22696782	2234
birds	sp22705408	2234
birds	sp22722721	2234
birds	sp22715462	2231
birds	sp22702754	2229
birds	sp22717584	2229
birds	sp22719614	2229
birds	sp22724218	2225
birds	sp22722760	2222
birds	sp22717298	2216
birds	sp22710072	2212
birds	sp22703925	2211
birds	sp22713515	2209
birds	sp22694964	2208
birds	sp22731723	2207
birds	sp22689639	2203
birds	sp22692223	2203
birds	sp22708882	2203
birds	sp22687482	2202
birds	sp61998234	2202
birds	sp22694324	2201
birds	sp22682437	2198
birds	sp22695970	2197
birds	sp22699340	2195
birds	sp22698132	2193
birds	sp22696111	2192
birds	sp22682014	2191
birds	sp22736352	2191
birds	sp22693072	2190
birds	sp22701511	2190
birds	sp22680694	2189
birds	sp22711667	2189
birds	sp22711542	2188
birds	sp22691203	2186
birds	sp22720532	2185
birds	sp22735955	2184
birds	sp22719228	2179
birds	sp22692772	2176
birds	sp22704097	2170
birds	sp22713587	2169
birds	sp22679740	2167
birds	sp22706302	2163
birds	sp22729113	2162
birds	sp22720924	2161
birds	sp22721179	2161
birds	sp22696255	2158
birds	sp22710993	2158
birds	sp22723051	2158
birds	sp22729169	2157
birds	sp22683269	2156
birds	sp22719164	2146
birds	sp22706033	2143
birds	sp22678238	2142
birds	sp22723414	2142
birds	sp22682180	2141
birds	sp22719384	2134
birds	sp22690768	2131
birds	sp22678386	2130
birds	sp22696657	2130
birds	sp22708768	2128
birds	sp22719624	2127
birds	sp22689277	2126
birds	sp22719927	2124
birds	sp22702800	2123
birds	sp22714693	2123
birds	sp22719761	2123
birds	sp22683823	2122
birds	sp22727705	2122
birds	sp22683744	2121
birds	sp22718882	2118
birds	sp22714719	2117
birds	sp22725914	2117
birds	sp22706700	2116
birds	sp22717472	2114
birds	sp22686717	2113
birds	sp22716996	2110
birds	sp22694428	2109
birds	sp22723985	2109
birds	sp22727255	2108
birds	sp22715050	2107
birds	sp22679110	2106
birds	sp22702965	2103
birds	sp22708009	2101
birds	sp22694479	2100
birds	sp22682164	2097
birds	sp22683042	2094
birds	sp22692983	2094
birds	sp22720467	2092
birds	sp22731073	2091
birds	sp22699864	2088
birds	sp22721020	2087
birds	sp22683037	2085
birds	sp22701723	2081
birds	sp22705050	2081
birds	sp22694455	2077
birds	sp22701309	2077
birds	sp22704647	2077
birds	sp22693195	2074
birds	sp22723948	2073
birds	sp22681845	2071
birds	sp22686495	2070
birds	sp22692215	2070
birds	sp22679893	2065
birds	sp22684781	2064
birds	sp22706437	2063
birds	sp22684098	2060
birds	sp22684376	2060
birds	sp22690614	2060
birds	sp22692880	2059
birds	sp22716323	2059
birds	sp22682632	2055
birds	sp22713444	2055
birds	sp22700988	2054
birds	sp22680914	2052
birds	sp22728956	2051
birds	sp22687094	2050
birds	sp22704650	2050
birds	sp22727950	2045
birds	sp22701349	2044
birds	sp22705836	2039
birds	sp22720410	2034
birds	sp22722388	2034
birds	sp22722820	2034
birds	sp22715281	2032
birds	sp22689234	2029
birds	sp22693028	2029
birds	sp22735002	2028
birds	sp22721740	2026
birds	sp22705978	2025
birds	sp22695254	2024
birds	sp22695352	2020
birds	sp22702354	2019
birds	sp22696067	2016
birds	sp22721812	2016
birds	sp22705802	2015
birds	sp22718103	2015
birds	sp22680310	2013
birds	sp22722878	2012
birds	sp22692275	2011
birds	sp22694799	2011
birds	sp22720520	2011
birds	sp22689902	2010
birds	sp22698993	2009
birds	sp22724017	2008
birds	sp22695462	2007
birds	sp22704986	2005
birds	sp22717295	2005
birds	sp22710899	2003
birds	sp22723431	1996
birds	sp22694927	1990
birds	sp22726441	1990
birds	sp22707788	1988
birds	sp22718299	1985
birds	sp22706796	1982
birds	sp22711005	1982
birds	sp22693351	1979
birds	sp22708712	1979
birds	sp22689735	1976
birds	sp22711306	1975
birds	sp22687313	1972
birds	sp22711335	1968
birds	sp22720482	1968
birds	sp22686181	1966
birds	sp22706024	1966
birds	sp61855318	1966
birds	sp22705142	1964
birds	sp22715140	1962
birds	sp22695883	1961
birds	sp22704933	1960
birds	sp22710087	1960
birds	sp22710695	1958
birds	sp22680145	1957
birds	sp22718303	1957
birds	sp22699970	1954
birds	sp22733159	1954
birds	sp22703355	1952
birds	sp22701589	1950
birds	sp22695039	1949
birds	sp22705921	1949
birds	sp22719260	1948
birds	sp22699205	1944
birds	sp22712143	1944
birds	sp22699018	1943
birds	sp22700427	1942
birds	sp22719558	1942
birds	sp22712695	1941
birds	sp22718783	1940
birds	sp22717762	1938
birds	sp22717919	1935
birds	sp22730259	1933
birds	sp22700821	1932
birds	sp22718591	1931
birds	sp22711560	1929
birds	sp22714033	1929
birds	sp22690097	1928
birds	sp22722724	1928
birds	sp22684079	1927
birds	sp22693154	1925
birds	sp22724335	1925
birds	sp22735526	1923
birds	sp22714920	1922
birds	sp22697128	1918
birds	sp22729692	1918
birds	sp22720477	1917
birds	sp22734089	1917
birds	sp22680638	1914
birds	sp22709967	1914
birds	sp22692887	1913
birds	sp22715182	1912
birds	sp22695393	1909
birds	sp22709079	1906
birds	sp22709085	1906
birds	sp22725623	1905
birds	sp22708753	1899
birds	sp22680595	1898
birds	sp22698671	1898
birds	sp22682264	1897
birds	sp22712837	1897
birds	sp22695072	1895
birds	sp22723957	1889
birds	sp22708908	1887
birds	sp22709200	1887
birds	sp22686733	1883
birds	sp22689969	1877
birds	sp22736320	1877
birds	sp22680070	1876
birds	sp22716753	1874
birds	sp22708276	1872
birds	sp22712146	1870
birds	sp22694152	1869
birds	sp22705026	1869
birds	sp22707021	1869
birds	sp22679866	1868
birds	sp22710716	1866
birds	sp22719002	1866
birds	sp22718791	1864
birds	sp22705228	1863
birds	sp22716368	1863
birds	sp22722769	1862
birds	sp22696913	1860
birds	sp22709828	1858
birds	sp22719181	1857
birds	sp22707807	1856
birds	sp22721304	1854
birds	sp22702792	1850
birds	sp22716976	1849
birds	sp22711249	1848
birds	sp22702464	1845
birds	sp22692317	1841
birds	sp22693644	1841
birds	sp22701457	1841
birds	sp22732019	1840
birds	sp22704721	1839
birds	sp22694346	1837
birds	sp22719787	1836
birds	sp22717672	1835
birds	sp22707943	1833
birds	sp22696281	1832
birds	sp22722047	1832
birds	sp22697604	1831
birds	sp22699043	1830
birds	sp22700216	1828
birds	sp22701338	1827
birds	sp22733935	1826
birds	sp22686332	1824
birds	sp22702946	1824
birds	sp22712699	1824
birds	sp22694033	1821
birds	sp22682548	1819
birds	sp22731025	1819
birds	sp22686416	1816
birds	sp61432919	1816
birds	sp22680608	1815
birds	sp22680672	1814
birds	sp22712865	1814
birds	sp22713095	1814
birds	sp22718787	1813
birds	sp22720472	1813
birds	sp22679435	1811
birds	sp22689290	1809
birds	sp22695718	1809
birds	sp22697028	1809
birds	sp22716536	1807
birds	sp22691160	1806
birds	sp22704983	1806
birds	sp22708797	1804
birds	sp22700664	1803
birds	sp22718371	1803
birds	sp22680883	1802
birds	sp22693021	1802
birds	sp22720872	1801
birds	sp22683273	1800
birds	sp22694841	1800
birds	sp22715099	1799
birds	sp22716108	1799
birds	sp61658565	1799
birds	sp22688425	1798
birds	sp22694329	1798
birds	sp22701611	1798
birds	sp22722982	1798
birds	sp22707816	1797
birds	sp22707482	1796
birds	sp22727641	1794
birds	sp22701318	1792
birds	sp22705156	1789
birds	sp22710218	1788
birds	sp22719298	1787
birds	sp22680937	1786
birds	sp22681431	1786
birds	sp22714763	1786
birds	sp22722071	1786
birds	sp22697658	1784
birds	sp22706330	1784
birds	sp62030970	1783
birds	sp22696931	1781
birds	sp22711096	1780
birds	sp22712305	1780
birds	sp22678277	1777
birds	sp22722766	1777
birds	sp22685606	1775
birds	sp22709537	1775
birds	sp22705188	1773
birds	sp22733956	1772
birds	sp22699892	1770
birds	sp22689701	1768
birds	sp22695576	1768
birds	sp22718585	1768
birds	sp22721768	1768
birds	sp22680919	1766
birds	sp22720963	1764
birds	sp22680287	1763
birds	sp22708375	1763
birds	sp22694064	1760
birds	sp22700334	1759
birds	sp22716804	1756
birds	sp22681736	1755
birds	sp22704372	1755
birds	sp22721876	1754
birds	sp22708986	1753
birds	sp22709280	1751
birds	sp22688747	1750
birds	sp22693720	1750
birds	sp22701674	1748
birds	sp22719124	1748
birds	sp22680941	1746
birds	sp22722038	1746
birds	sp22712791	1745
birds	sp22724793	1745
birds	sp22708692	1744
birds	sp22697713	1743
birds	sp22700266	1742
birds	sp22681376	1740
birds	sp22685284	1738
birds	sp22686952	1738
birds	sp22710416	1737
birds	sp22681320	1736
birds	sp22721150	1733
birds	sp22707938	1732
birds	sp22705614	1731
birds	sp22680612	1730
birds	sp22708385	1730
birds	sp22680107	1729
birds	sp22710864	1729
birds	sp22684003	1728
birds	sp22706754	1728
birds	sp22712851	1727
birds	sp22709361	1726
birds	sp22679846	1725
birds	sp22705925	1725
birds	sp22712625	1725
birds	sp22678135	1724
birds	sp22700593	1724
birds	sp22701315	1723
birds	sp22697277	1722
birds	sp22678151	1721
birds	sp22697365	1720
birds	sp22701945	1718
birds	sp22712278	1718
birds	sp22685963	1717
birds	sp22686946	1717
birds	sp22697143	1715
birds	sp22728939	1713
birds	sp22688396	1711
birds	sp22712336	1710
birds	sp22730030	1709
birds	sp22694711	1708
birds	sp22681786	1706
birds	sp22688938	1705
birds	sp22688579	1702
birds	sp22705303	1701
birds	sp22712800	1701
birds	sp22718255	1699
birds	sp22683796	1697
birds	sp22708180	1696
birds	sp22713671	1696
birds	sp22714448	1696
birds	sp22717626	1696
birds	sp22723471	1696
birds	sp22721673	1693
birds	sp22725900	1693
birds	sp22720986	1692
birds	sp22717484	1690
birds	sp22710123	1689
birds	sp22678478	1688
birds	sp22683033	1688
birds	sp22688934	1688
birds	sp22710771	1688
birds	sp22718690	1686
birds	sp22688119	1685
birds	sp22678728	1683
birds	sp22723457	1682
birds	sp22681272	1675
birds	sp22688196	1675
birds	sp22696516	1674
birds	sp22707061	1670
birds	sp22719488	1669
birds	sp22729346	1669
birds	sp22709315	1665
birds	sp22697661	1663
birds	sp22711416	1663
birds	sp22680677	1661
birds	sp22696410	1661
birds	sp22713056	1659
birds	sp22679729	1658
birds	sp22694160	1657
birds	sp22719340	1657
birds	sp22688415	1656
birds	sp22693536	1655
birds	sp22721049	1655
birds	sp22683772	1653
birds	sp22697516	1653
birds	sp22686029	1651
birds	sp22709271	1650
birds	sp22718890	1649
birds	sp22704748	1647
birds	sp22734342	1646
birds	sp22711377	1644
birds	sp22720993	1644
birds	sp22692760	1643
birds	sp22711614	1643
birds	sp22718641	1641
birds	sp22681144	1638
birds	sp22682270	1638
birds	sp22693954	1634
birds	sp22703092	1633
birds	sp22721679	1633
birds	sp22706728	1632
birds	sp22718489	1632
birds	sp22706362	1631
birds	sp22680871	1629
birds	sp22690673	1626
birds	sp22709422	1624
birds	sp22711009	1623
birds	sp22719186	1622
birds	sp22701555	1621
birds	sp22719770	1621
birds	sp22702399	1619
birds	sp22709571	1619
birds	sp22694847	1618
birds	sp22686976	1616
birds	sp22692046	1615
birds	sp22686891	1613
birds	sp22701586	1613
birds	sp22680011	1611
birds	sp22702992	1611
birds	sp22682741	1609
birds	sp22698918	1609
birds	sp22701343	1607
birds	sp22705103	1606
birds	sp22719200	1606
birds	sp61627052	1604
